epsilon,Mdot_over_MdotBHL,log_Mdot_over_Mdot0
0,0.9667006234291967,2.0822020116793274
5,1.2310494759780533,2.1871855206204973
20,1.3322919657812053,2.221509421951151
500,1.7722057214238116,2.3454241473160677
