epsilon,Mdot_over_MdotBHL,log_Mdot_over_Mdot0
0,9.883911074769012,1.2856588684382608
5,17.256054532447198,1.527671543574817
20,26.175249793918297,1.708620873925295
500,87.22195652721135,2.231355863386816
