epsilon,Mdot_over_MdotBHL,log_Mdot_over_Mdot0
0,2.872894338735188,1.3614096404993452
5,4.088851597079951,1.5146913353210747
20,5.73066811313499,1.6612952443752234
500,16.779001753811972,2.127856106434146
