epsilon,Mdot_over_MdotBHL,log_Mdot_over_Mdot0
0,6.210947332202968,1.2578637264736536
5,10.22867333525962,1.4745251890810405
20,15.27609299582525,1.648718173508393
500,50.03742201699662,2.1640008062257357
